nama_universitas,kode_pt,status_pt_univ,akreditasi_pt_univ,tahun_pelaporan,kode_prodi,nama_program_studi,status_prodi,jenjang,akreditasi_prodi,jumlah_dosen_penghitung_rasio,dosen_tetap,dosen_tidak_tetap,total_dosen,jumlah_mahasiswa,rasio_dosen_mahasiswa
Universitas Lampung,-,-,-,Ganjil 2025,61209,Bisnis Digital,Aktif,S1,Baik Sekali,66,6,0,6,335,1:5.08
Universitas Lampung,-,-,-,Ganjil 2025,54243,Budidaya Perairan,Aktif,S1,Unggul,35,11,0,11,312,1:8.91
Universitas Lampung,-,-,-,Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Unggul,65,25,0,25,722,1:11.11
Universitas Lampung,-,-,-,Ganjil 2025,48201,Farmasi,Aktif,S1,Baik Sekali,49,23,2,25,402,1:8.2
Universitas Lampung,-,-,-,Ganjil 2025,45102,Fisika,Aktif,S2,Baik Sekali,6,7,0,7,4,1:0.67
Universitas Lampung,-,-,-,Ganjil 2025,45201,Fisika,Aktif,S1,Unggul,42,15,0,15,415,1:9.88
Universitas Lampung,-,-,-,Ganjil 2025,13211,Gizi,Aktif,S1,Baik,17,8,0,8,34,1:2
Universitas Lampung,-,-,-,Ganjil 2025,64201,Hubungan Internasional,Aktif,S1,Baik Sekali,25,19,0,19,804,1:32.16
Universitas Lampung,-,-,-,Ganjil 2025,70401,Hubungan Masyarakat,Aktif,D3,B,29,5,0,5,101,1:3.48
Universitas Lampung,-,-,-,Ganjil 2025,63101,Ilmu Administrasi,Aktif,S2,Baik Sekali,17,5,0,5,49,1:2.88
Universitas Lampung,-,-,-,Ganjil 2025,63211,Ilmu Administrasi Bisnis,Aktif,S1,Unggul,32,15,0,15,833,1:26.03
Universitas Lampung,-,-,-,Ganjil 2025,63201,Ilmu Administrasi Negara,Aktif,S1,Unggul,36,18,2,20,891,1:24.75
Universitas Lampung,-,-,-,Ganjil 2025,62101,Ilmu Akuntansi,Aktif,S2,Unggul,17,6,0,6,94,1:5.53
Universitas Lampung,-,-,-,Ganjil 2025,62001,Ilmu Akuntansi,Aktif,S3,Baik,9,6,0,6,30,1:3.33
Universitas Lampung,-,-,-,Ganjil 2025,60001,Ilmu Ekonomi,Aktif,S3,Unggul,24,5,0,5,37,1:1.54
Universitas Lampung,-,-,-,Ganjil 2025,60101,Ilmu Ekonomi,Aktif,S2,Unggul,10,5,0,5,47,1:4.7
Universitas Lampung,-,-,-,Ganjil 2025,74001,Ilmu Hukum,Aktif,S3,Baik Sekali,10,6,0,6,58,1:5.8
Universitas Lampung,-,-,-,Ganjil 2025,74101,Ilmu Hukum,Aktif,S2,Unggul,36,5,0,5,252,1:7
Universitas Lampung,-,-,-,Ganjil 2025,74201,Ilmu Hukum,Aktif,S1,A,119,92,1,93,3595,1:30.21
Universitas Lampung,-,-,-,Ganjil 2025,54151,Ilmu Kehutanan,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,54241,Ilmu Kelautan,Aktif,S1,Baik Sekali,27,10,0,10,306,1:11.33
Universitas Lampung,-,-,-,Ganjil 2025,56201,Ilmu Komputer,Aktif,S1,A,38,8,0,8,606,1:15.95
Universitas Lampung,-,-,-,Ganjil 2025,55101,Ilmu Komputer,Aktif,S2,Baik Sekali,5,5,0,5,18,1:3.6
Universitas Lampung,-,-,-,Ganjil 2025,56206,Ilmu Komputer (Kampus Kabupaten Way Kanan),Aktif,S1,Baik,17,9,0,9,29,1:1.71
Universitas Lampung,-,-,-,Ganjil 2025,70201,Ilmu Komunikasi,Aktif,S1,A,40,18,0,18,885,1:22.13
Universitas Lampung,-,-,-,Ganjil 2025,70101,Ilmu Komunikasi,Aktif,S2,Baik Sekali,11,5,0,5,71,1:6.45
Universitas Lampung,-,-,-,Ganjil 2025,95129,Ilmu Lingkungan,Aktif,S2,Unggul,22,5,0,5,36,1:1.64
Universitas Lampung,-,-,-,Ganjil 2025,95029,Ilmu Lingkungan,Aktif,S3,Baik Sekali,12,5,0,5,30,1:2.5
Universitas Lampung,-,-,-,Ganjil 2025,65201,Ilmu Pemerintahan,Aktif,S1,Baik Sekali,31,17,1,18,784,1:25.29
Universitas Lampung,-,-,-,Ganjil 2025,65101,Ilmu Pemerintahan,Aktif,S2,Baik Sekali,9,5,0,5,52,1:5.78
Universitas Lampung,-,-,-,Ganjil 2025,54103,Ilmu Penyuluhan Pembangunan/ Pemberdayaan Masyarakat,Aktif,S2,Baik Sekali,1,5,0,5,2,1:2
Universitas Lampung,-,-,-,Ganjil 2025,54001,Ilmu Pertanian,Aktif,S3,Baik Sekali,21,5,0,5,36,1:1.71
Universitas Lampung,-,-,-,Ganjil 2025,54294,Ilmu Tanah,Aktif,S1,Baik Sekali,56,15,0,15,367,1:6.55
Universitas Lampung,-,-,-,Ganjil 2025,11201,Kedokteran,Aktif,S1,Unggul,115,73,36,109,855,1:7.43
Universitas Lampung,-,-,-,Ganjil 2025,86106,Keguruan Guru Sekolah Dasar,Aktif,S2,B,14,5,0,5,52,1:3.71
Universitas Lampung,-,-,-,Ganjil 2025,84101,Keguruan Ilmu Pengetahuan Alam,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,54251,Kehutanan,Aktif,S1,Unggul,34,18,0,18,545,1:16.03
Universitas Lampung,-,-,-,Ganjil 2025,54151,Kehutanan,Aktif,S2,B,13,6,0,6,14,1:1.08
Universitas Lampung,-,-,-,Ganjil 2025,13101,Kesehatan Masyarakat,Aktif,S2,Baik Sekali,20,6,0,6,62,1:3.1
Universitas Lampung,-,-,-,Ganjil 2025,61406,Keuangan Dan Perbankan,Aktif,D3,Unggul,36,7,0,7,182,1:5.06
Universitas Lampung,-,-,-,Ganjil 2025,47101,Kimia,Aktif,S2,Unggul,13,5,0,5,21,1:1.62
Universitas Lampung,-,-,-,Ganjil 2025,47201,Kimia,Aktif,S1,A,51,23,0,23,631,1:12.37
Universitas Lampung,-,-,-,Ganjil 2025,61101,Manajemen,Aktif,S2,Unggul,18,5,0,5,124,1:6.89
Universitas Lampung,-,-,-,Ganjil 2025,61201,Manajemen,Aktif,S1,Unggul,72,12,0,12,941,1:13.07
Universitas Lampung,-,-,-,Ganjil 2025,57401,Manajemen Informatika,Aktif,D3,Baik Sekali,29,6,1,7,151,1:5.21
Universitas Lampung,-,-,-,Ganjil 2025,61404,Manajemen Pemasaran,Aktif,D3,Baik Sekali,33,6,0,6,200,1:6.06
Universitas Lampung,-,-,-,Ganjil 2025,61102,Manajemen Sumber Daya Alam,Tutup,S2,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,54145,Manajemen Wilayah Pesisir dan Laut,Aktif,S2,Baik Sekali,17,5,0,5,18,1:1.06
Universitas Lampung,-,-,-,Ganjil 2025,44101,Matematika,Aktif,S2,B,11,7,0,7,16,1:1.45
Universitas Lampung,-,-,-,Ganjil 2025,44201,Matematika,Aktif,S1,Unggul,41,22,0,22,609,1:14.85
Universitas Lampung,-,-,-,Ganjil 2025,44001,Matematika dan Ilmu Pengetahuan Alam,Aktif,S3,Baik Sekali,11,5,0,5,45,1:4.09
Universitas Lampung,-,-,-,Ganjil 2025,54239,Nutrisi dan Teknologi Pakan Ternak,Aktif,S1,Baik,38,12,0,12,305,1:8.03
Universitas Lampung,-,-,-,Ganjil 2025,86003,Pendidikan,Aktif,S3,Baik Sekali,16,6,0,6,42,1:2.63
Universitas Lampung,-,-,-,Ganjil 2025,88102,Pendidikan Bahasa dan Kebudayaan Lampung,Aktif,S2,Baik Sekali,14,5,0,5,10,1:0.71
Universitas Lampung,-,-,-,Ganjil 2025,88102,Pendidikan Bahasa dan Sastra Daerah,Alih Bentuk,S2,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S1,Unggul,39,11,0,11,482,1:12.36
Universitas Lampung,-,-,-,Ganjil 2025,88101,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S2,Unggul,9,5,1,6,35,1:3.89
Universitas Lampung,-,-,-,Ganjil 2025,88203,Pendidikan Bahasa Inggris,Aktif,S1,Unggul,39,11,0,11,511,1:13.1
Universitas Lampung,-,-,-,Ganjil 2025,88103,Pendidikan Bahasa Inggris,Aktif,S2,Baik Sekali,11,6,0,6,50,1:4.55
Universitas Lampung,-,-,-,Ganjil 2025,88202,Pendidikan Bahasa Lampung,Aktif,S1,Baik Sekali,41,8,0,8,441,1:10.76
Universitas Lampung,-,-,-,Ganjil 2025,88206,Pendidikan Bahasa Perancis,Aktif,S1,Baik Sekali,20,7,0,7,168,1:8.4
Universitas Lampung,-,-,-,Ganjil 2025,84205,Pendidikan Biologi,Aktif,S1,Unggul,39,11,0,11,404,1:10.36
Universitas Lampung,-,-,-,Ganjil 2025,87203,Pendidikan Ekonomi,Aktif,S1,Unggul,28,8,0,8,426,1:15.21
Universitas Lampung,-,-,-,Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,Unggul,37,6,0,6,358,1:9.68
Universitas Lampung,-,-,-,Ganjil 2025,84103,Pendidikan Fisika,Aktif,S2,Baik Sekali,10,7,0,7,14,1:1.4
Universitas Lampung,-,-,-,Ganjil 2025,87202,Pendidikan Geografi,Aktif,S1,Unggul,21,9,0,9,435,1:20.71
Universitas Lampung,-,-,-,Ganjil 2025,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,S1,Baik Sekali,24,17,0,17,399,1:16.63
Universitas Lampung,-,-,-,Ganjil 2025,86206,Pendidikan Guru Sekolah Dasar,Aktif,S1,Unggul,63,21,2,23,1329,1:21.1
Universitas Lampung,-,-,-,Ganjil 2025,84101,Pendidikan Ilmu Pengetahuan Alam,Aktif,S2,Baik Sekali,15,7,0,7,18,1:1.2
Universitas Lampung,-,-,-,Ganjil 2025,87120,Pendidikan IPS,Aktif,S2,Unggul,10,6,0,6,30,1:3
Universitas Lampung,-,-,-,Ganjil 2025,85201,Pendidikan Jasmani,Aktif,S1,Baik Sekali,29,13,0,13,565,1:19.48
Universitas Lampung,-,-,-,Ganjil 2025,85201,"Pendidikan Jasmani, Kesehatan Dan Rekreas",Alih Bentuk,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,Baik Sekali,36,7,0,7,353,1:9.81
Universitas Lampung,-,-,-,Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,Unggul,30,10,0,10,436,1:14.53
Universitas Lampung,-,-,-,Ganjil 2025,84102,Pendidikan Matematika,Aktif,S2,B,10,6,0,6,54,1:5.4
Universitas Lampung,-,-,-,Ganjil 2025,87121,Pendidikan Musik,Aktif,S1,Baik,24,6,0,6,248,1:10.33
Universitas Lampung,-,-,-,Ganjil 2025,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,S1,Unggul,28,18,2,20,459,1:16.39
Universitas Lampung,-,-,-,Ganjil 2025,86904,Pendidikan Profesi Guru,Aktif,Profesi,B,0,9,0,9,2763,-
Universitas Lampung,-,-,-,Ganjil 2025,87201,Pendidikan Sejarah,Aktif,S1,Unggul,32,16,0,16,460,1:14.38
Universitas Lampung,-,-,-,Ganjil 2025,88209,"Pendidikan Seni Drama, Tari Dan Musik",Alih Bentuk,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,88209,Pendidikan Tari,Aktif,S1,Unggul,26,14,0,14,274,1:10.54
Universitas Lampung,-,-,-,Ganjil 2025,83207,Pendidikan Teknologi Informasi,Aktif,S1,Baik,34,13,0,13,344,1:10.12
Universitas Lampung,-,-,-,Ganjil 2025,83207,Pendidikan Vokasional Teknologi Informasi,Alih Bentuk,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,61401,Pengelolaan Proyek Dan Bisnis,Tutup,D3,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,54115,Penyuluhan dan Komunikasi Pertanian,Aktif,S2,B,8,5,0,5,10,1:1.25
Universitas Lampung,-,-,-,Ganjil 2025,54203,Penyuluhan Pertanian,Aktif,S1,Baik Sekali,53,8,1,9,360,1:6.79
Universitas Lampung,-,-,-,Ganjil 2025,61417,Perbankan Dan Keuangan (Kampus Kab Lampung Tengah),Aktif,D3,Baik,26,5,0,5,49,1:1.88
Universitas Lampung,-,-,-,Ganjil 2025,95103,Perencanaan Wilayah dan Kota,Aktif,S2,Baik,16,5,0,5,39,1:2.44
Universitas Lampung,-,-,-,Ganjil 2025,54457,Perkebunan,Aktif,D3,Baik,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,62402,Perpajakan,Aktif,D3,Unggul,35,6,0,6,268,1:7.66
Universitas Lampung,-,-,-,Ganjil 2025,71401,Perpustakaan,Aktif,D3,Unggul,24,5,0,5,82,1:3.42
Universitas Lampung,-,-,-,Ganjil 2025,54231,Peternakan,Aktif,S1,B,32,16,0,16,419,1:13.09
Universitas Lampung,-,-,-,Ganjil 2025,86209,PJJ Pendidikan Guru Sekolah Dasar,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,62901,Profesi Akuntan,Tutup,Profesi,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,11901,Profesi Dokter,Aktif,Profesi,Unggul,39,12,40,52,100,1:2.56
Universitas Lampung,-,-,-,Ganjil 2025,23902,Profesi Insinyur,Aktif,Profesi,B,7,5,0,5,0,1:0
Universitas Lampung,-,-,-,Ganjil 2025,54295,Proteksi Tanaman,Aktif,S1,Baik Sekali,41,13,0,13,358,1:8.73
Universitas Lampung,-,-,-,Ganjil 2025,88271,PSKGJ Pendidikan Bahasa dan Sastra Indonesia dan Daerah,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,88273,PSKGJ Pendidikan Bahasa Inggris,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,84275,PSKGJ Pendidikan Biologi,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,84273,PSKGJ Pendidikan Fisika,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,87272,PSKGJ Pendidikan Geografi,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,86276,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,87275,PSKGJ Pendidikan Kewarganegaraan,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,84274,PSKGJ Pendidikan Kimia,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,84272,PSKGJ Pendidikan Matematika,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,87271,PSKGJ Pendidikan Sejarah,Tutup,S1,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,11743,Pulmonologi dan Ilmu Kedokteran Respirasi,Aktif,Sp-1,Baik Sekali,43,1,12,13,36,1:0.84
Universitas Lampung,-,-,-,Ganjil 2025,63411,Sekretari,Alih Bentuk,D3,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,57201,Sistem Informasi,Aktif,S1,Baik,27,7,0,7,113,1:4.19
Universitas Lampung,-,-,-,Ganjil 2025,69201,Sosiologi,Aktif,S1,A,25,17,0,17,725,1:29
Universitas Lampung,-,-,-,Ganjil 2025,60003,Studi Pembangunan,Aktif,S3,Baik Sekali,16,5,0,5,35,1:2.19
Universitas Lampung,-,-,-,Ganjil 2025,54442,Sumber Daya Perairan,Tutup,D3,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,54246,Sumberdaya Akuatik,Aktif,S1,Baik Sekali,29,12,0,12,189,1:6.52
Universitas Lampung,-,-,-,Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Unggul,44,29,0,29,728,1:16.55
Universitas Lampung,-,-,-,Ganjil 2025,20101,Teknik Elektro,Aktif,S2,Baik Sekali,14,7,0,7,24,1:1.71
Universitas Lampung,-,-,-,Ganjil 2025,29201,Teknik Geodesi,Aktif,S1,Baik Sekali,25,10,0,10,486,1:19.44
Universitas Lampung,-,-,-,Ganjil 2025,33201,Teknik Geofisika,Aktif,S1,Unggul,36,16,0,16,452,1:12.56
Universitas Lampung,-,-,-,Ganjil 2025,34201,Teknik Geologi,Aktif,S1,Terakreditasi,19,8,0,8,109,1:5.74
Universitas Lampung,-,-,-,Ganjil 2025,55202,Teknik Informatika,Aktif,S1,Baik Sekali,31,20,0,20,724,1:23.35
Universitas Lampung,-,-,-,Ganjil 2025,24201,Teknik Kimia,Aktif,S1,Unggul,21,19,0,19,657,1:31.29
Universitas Lampung,-,-,-,Ganjil 2025,25201,Teknik Lingkungan,Aktif,S1,Baik,36,12,0,12,321,1:8.92
Universitas Lampung,-,-,-,Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Unggul,45,21,0,21,674,1:14.98
Universitas Lampung,-,-,-,Ganjil 2025,21101,Teknik Mesin,Aktif,S2,Baik Sekali,13,7,0,7,15,1:1.15
Universitas Lampung,-,-,-,Ganjil 2025,21401,Teknik Mesin,Aktif,D3,Baik Sekali,40,5,0,5,100,1:2.5
Universitas Lampung,-,-,-,Ganjil 2025,41201,Teknik Pertanian,Aktif,S1,-,49,20,0,20,491,1:10.02
Universitas Lampung,-,-,-,Ganjil 2025,22101,Teknik Sipil,Aktif,S2,Baik Sekali,16,6,0,6,56,1:3.5
Universitas Lampung,-,-,-,Ganjil 2025,22201,Teknik Sipil,Aktif,S1,A,49,24,1,25,720,1:14.69
Universitas Lampung,-,-,-,Ganjil 2025,22401,Teknik Sipil,Aktif,D3,Baik Sekali,22,9,0,9,96,1:4.36
Universitas Lampung,-,-,-,Ganjil 2025,35401,Teknik Survey dan Pemetaan,Aktif,D3,Baik Sekali,21,5,0,5,101,1:4.81
Universitas Lampung,-,-,-,Ganjil 2025,41231,Teknologi Hasil Pertanian,Aktif,S1,Unggul,40,16,0,16,421,1:10.53
Universitas Lampung,-,-,-,Ganjil 2025,41111,Teknologi Industri Pertanian,Aktif,S2,Unggul,14,6,0,6,33,1:2.36
Universitas Lampung,-,-,-,Ganjil 2025,41211,Teknologi Industri Pertanian,Aktif,S1,B,44,9,0,9,331,1:7.52
Universitas Lampung,-,-,-,Ganjil 2025,41103,Teknologi Pangan,Tutup,S2,-,0,0,0,0,0,-
Universitas Lampung,-,-,-,Ganjil 2025,86103,Teknologi Pendidikan,Aktif,S2,Baik Sekali,9,7,1,8,57,1:6.33
Universitas Lampung,-,-,-,Ganjil 2025,21304,Teknologi Rekayasa Otomotif,Aktif,D4,Baik,33,7,0,7,60,1:1.82
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,63211,Administrasi Bisnis,Aktif,S1,Baik Sekali,24,9,0,9,378,1:15.75
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,63201,Administrasi Publik,Aktif,S1,Baik Sekali,46,20,0,20,973,1:21.15
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,63103,Administrasi Publik,Aktif,S2,Unggul,18,5,0,5,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54101,Agribisnis,Aktif,S2,Baik Sekali,8,5,0,5,1,1:0.13
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54201,Agribisnis,Aktif,S1,Unggul,32,19,0,19,508,1:15.88
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54211,Agroekoteknologi,Aktif,S1,Unggul,40,36,1,37,841,1:21.02
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54111,Agroekoteknologi,Aktif,S2,Baik Sekali,11,6,0,6,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54243,Akuakultur,Aktif,S1,Baik Sekali,17,14,0,14,119,1:7
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,62201,Akuntansi,Aktif,S1,Unggul,50,19,0,19,915,1:18.3
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,82201,Antropologi,Aktif,S1,Baik Sekali,17,11,0,11,129,1:7.59
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,23201,Arsitektur,Aktif,S1,Baik Sekali,23,21,0,21,415,1:18.04
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54207,Bioteknologi,Aktif,S1,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,60102,Ekonomi Pembangunan,Aktif,S2,Baik Sekali,10,4,0,4,1,1:0.1
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,60201,Ekonomi Pembangunan,Aktif,S1,Baik Sekali,25,16,0,16,447,1:17.88
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,60202,Ekonomi Syariah,Aktif,S1,Unggul,26,17,0,17,467,1:17.96
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,74005,Hukum,Aktif,S3,-,7,0,0,0,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,74101,Hukum,Aktif,S2,Unggul,26,10,0,10,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,74201,Hukum,Aktif,S1,Unggul,60,48,1,49,1529,1:25.48
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,63211,Ilmu Administrasi Niaga,Alih Bentuk,S1,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,62101,Ilmu Akuntansi,Aktif,S2,Baik Sekali,11,6,0,6,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,54241,Ilmu Kelautan,Aktif,S1,Baik,13,12,0,12,158,1:12.15
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,70101,Ilmu Komunikasi,Aktif,S2,-,9,0,0,0,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,70201,Ilmu Komunikasi,Aktif,S1,Baik Sekali,37,22,0,22,1075,1:29.05
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,61101,Ilmu Manajemen,Aktif,S2,Baik Sekali,22,7,0,7,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,67201,Ilmu Politik,Aktif,S1,Baik Sekali,22,18,0,18,232,1:10.55
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,11201,Kedokteran,Aktif,S1,Baik Sekali,49,42,1,43,518,1:10.57
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,14401,Keperawatan,Aktif,D3,Baik,13,11,0,11,72,1:5.54
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,63412,Kesekretariatan,Tutup,D3,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,94202,Kewirausahaan,Aktif,S1,Baik Sekali,18,9,0,9,193,1:10.72
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,61201,Manajemen,Aktif,S1,Unggul,58,44,0,44,1151,1:19.84
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,88201,Pendidikan Bahasa Indonesia,Aktif,S1,Baik Sekali,29,23,0,23,383,1:13.21
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,84203,Pendidikan Fisika,Aktif,S1,B,25,17,0,17,144,1:5.76
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,84208,Pendidikan Ilmu Pengetahuan Alam,Aktif,S1,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,84204,Pendidikan Kimia,Aktif,S1,B,18,10,0,10,143,1:7.94
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,84202,Pendidikan Matematika,Aktif,S1,Unggul,28,23,0,23,333,1:11.89
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,11901,Pendidikan Profesi Dokter,Aktif,Profesi,Baik Sekali,43,7,14,21,252,1:5.86
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,86906,Pendidikan Profesi Guru,Aktif,Profesi,Baik Sekali,1,8,0,8,2500,1:2500
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,85214,Pendidikan Vokasional Rekayasa Elektro,Aktif,S1,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,83203,Pendidikan Vokasional Teknik Mesin,Aktif,S1,Baik Sekali,18,5,0,5,105,1:5.83
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,35201,Perencanaan Wilayah dan Kota,Aktif,S1,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,23907,Program Profesi Insinyur,Aktif,Profesi,Baik,5,5,0,5,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,73201,Psikologi,Aktif,S1,B,19,17,0,17,542,1:28.53
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,57201,Sistem Informasi,Aktif,S1,Baik Sekali,33,17,0,17,694,1:21.03
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,69101,Sosiologi,Aktif,S2,Unggul,12,8,0,8,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,69201,Sosiologi,Aktif,S1,Unggul,25,9,0,9,426,1:17.04
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,20201,Teknik Elektro,Aktif,S1,Baik Sekali,29,22,0,22,572,1:19.72
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,21101,Teknik Energi Terbarukan,Aktif,S2,Unggul,13,5,0,5,0,1:0
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,26201,Teknik Industri,Aktif,S1,B,58,14,0,14,874,1:15.07
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,55201,Teknik Informatika,Aktif,S1,Baik Sekali,40,29,0,29,945,1:23.63
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,24201,Teknik Kimia,Aktif,S1,Baik Sekali,28,22,0,22,549,1:19.61
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,25302,Teknik Lingkungan,Aktif,S1,-,0,0,0,0,0,-
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,63315,Teknik Logistik,Aktif,S1,Baik,22,5,0,5,192,1:8.73
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,28201,Teknik Material,Aktif,S1,Baik,20,10,0,10,106,1:5.3
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,21201,Teknik Mesin,Aktif,S1,Baik Sekali,37,17,0,17,765,1:20.68
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,22201,Teknik Sipil,Aktif,S1,Unggul,49,28,0,28,1072,1:21.88
Universitas Malikussaleh,-,Jenjang,"1
dari
12",Ganjil 2025,22101,Teknik Sipil,Aktif,S2,Baik Sekali,8,5,0,5,0,1:0
